# lam [micron] flux [njy] flux_err [njy]
0.580000000 0.000000000 0.000000000
0.583869364 0.000000000 0.000000000
0.587813358 0.000000000 0.000000000
0.591834122 0.000000000 0.000000000
0.595934198 0.000000000 0.000000000
0.600115861 0.000000000 0.000000000
0.604381494 0.000000000 0.000000000
0.608733619 0.000000000 0.000000000
0.613175112 -10.551918855 31.483127973
0.617708672 -28.151915805 29.626890256
0.622337118 39.134712583 27.343635783
0.627063389 -46.224752967 26.482327416
0.631890553 -38.537581274 25.947878357
0.636821832 -53.619406096 24.872137753
0.641860668 15.903292609 23.682361925
0.647010497 1.891735509 23.078931473
0.652274892 23.778037848 22.152304491
0.657657572 53.295889769 20.504856482
0.663162395 44.278727946 20.212316133
0.668793369 -0.162290977 20.046664396
0.674554649 2.514300210 20.644455259
0.680450545 30.178294625 18.989657515
0.686485517 33.108161574 16.666339829
0.692664186 12.253552974 15.806605665
0.698991359 3.646833247 14.352773304
0.705472096 9.436488358 15.057388550
0.712111516 28.639084547 14.079221154
0.718914897 20.570752351 13.293871152
0.725887680 3.507870373 12.939671935
0.733035527 -30.833092681 13.462903927
0.740364384 -61.116168053 12.319118176
0.747880181 -8.426956639 12.497981353
0.755589055 17.098508948 11.281908934
0.763497466 -9.360705980 12.162061520
0.771611800 -6.156217882 12.471810445
0.779938805 6.038344181 11.740320251
0.788485194 -14.914790973 11.341694761
0.797257950 -5.217940979 11.927507202
0.806264026 -9.886177877 11.667699309
0.815510601 -0.856667066 11.481686024
0.825004823 -22.293151416 11.424714480
0.834753896 18.944774165 11.786071732
0.844765060 23.876181679 11.249254935
0.855045499 -13.962673121 11.571578842
0.865602328 -15.201130842 11.936391412
0.876442553 -54.197820009 11.899743330
0.887573007 -30.713978620 12.382655064
0.899000301 14.707101041 11.446700387
0.910730763 7.724402135 12.218926024
0.922770374 9.126049829 12.778037429
0.935124715 14.894115923 11.504057121
0.947798821 45.022092522 11.693889233
0.960797114 3.157874957 12.006031908
0.974123510 20.759794318 11.703508284
0.987781082 2.568257215 11.882108791
1.001772085 -18.734426716 12.208654434
1.016097958 -22.298430373 11.025496564
1.030759138 -30.082703437 10.908775298
1.045754924 -21.168481665 10.330467259
1.061083737 -22.301773987 9.964524443
1.076742805 14.889189461 10.170669611
1.092727931 -72.188587671 10.368398186
1.109033918 -6.576689340 9.914500499
1.125654362 26.761739720 9.809282792
1.142581647 2.848287574 9.837603969
1.159806987 -21.141297910 9.811090553
1.177320482 -4.217361716 8.213679018
1.195110957 13.390190864 7.811389235
1.213166383 -4.040759033 8.101156531
1.231473936 -19.662881110 7.997439385
1.250020053 13.978782692 7.823245761
1.268789996 -20.009381311 7.929802090
1.287769020 -14.979508064 7.908801097
1.306941684 0.902092859 8.072217199
1.326292283 25.011831651 9.482632831
1.345804988 61.989850908 9.174257489
1.365463881 60.706748756 8.363672361
1.385253083 57.536630678 8.548786063
1.405157101 81.755879065 8.834535986
1.425160340 58.356905880 9.066892534
1.445247986 -6.543098554 9.566620995
1.465405500 10.062896892 10.737449019
1.485618795 28.253890073 10.488455096
